age,educational-num,marital-status,race,gender,hours-per-week,income
44,13,Never-married,White,Male,40,<=50K
30,13,Never-married,White,Female,40,<=50K
28,9,Never-married,White,Male,45,<=50K
57,9,Married-civ-spouse,Black,Female,50,<=50K
26,13,Never-married,White,Male,40,<=50K
38,11,Married-civ-spouse,White,Male,48,>50K
44,10,Divorced,White,Male,40,<=50K
35,4,Married-civ-spouse,White,Male,40,<=50K
40,14,Married-civ-spouse,White,Male,58,<=50K
50,10,Married-civ-spouse,White,Male,25,<=50K
37,9,Married-civ-spouse,White,Male,60,>50K
26,13,Married-civ-spouse,White,Female,12,<=50K
64,10,Never-married,White,Male,40,>50K
30,1,Married-spouse-absent,White,Male,40,<=50K
29,9,Married-civ-spouse,White,Male,40,<=50K
28,9,Married-civ-spouse,White,Male,50,>50K
28,10,Never-married,White,Male,25,<=50K
33,13,Married-civ-spouse,Asian-Pac-Islander,Male,40,<=50K
24,9,Never-married,White,Female,30,<=50K
26,9,Divorced,White,Male,40,<=50K
77,13,Widowed,White,Female,20,<=50K
25,10,Never-married,White,Male,9,<=50K
53,8,Married-civ-spouse,White,Male,40,<=50K
38,7,Divorced,White,Female,44,<=50K
30,14,Married-civ-spouse,White,Male,47,>50K
39,9,Married-civ-spouse,White,Male,40,<=50K
51,16,Divorced,White,Male,50,>50K
25,13,Married-spouse-absent,White,Female,15,<=50K
49,13,Married-civ-spouse,White,Male,85,>50K
51,10,Divorced,White,Female,40,<=50K
47,9,Never-married,White,Female,48,<=50K
36,5,Never-married,Black,Female,40,<=50K
62,2,Married-civ-spouse,Black,Female,30,<=50K
40,14,Divorced,White,Female,45,<=50K
30,10,Never-married,Black,Female,40,<=50K
39,13,Married-civ-spouse,White,Male,40,<=50K
47,14,Married-civ-spouse,White,Male,50,<=50K
28,9,Never-married,White,Male,40,<=50K
23,13,Never-married,White,Female,40,<=50K
57,13,Separated,White,Female,40,<=50K
33,3,Never-married,White,Male,40,<=50K
58,9,Married-civ-spouse,White,Male,24,<=50K
84,10,Widowed,White,Female,6,<=50K
46,10,Married-civ-spouse,White,Male,55,<=50K
23,9,Married-civ-spouse,White,Male,55,<=50K
32,13,Never-married,White,Male,32,<=50K
43,13,Married-civ-spouse,White,Male,40,<=50K
34,6,Separated,White,Female,45,<=50K
23,10,Never-married,White,Male,40,<=50K
38,13,Married-civ-spouse,White,Female,40,>50K
59,9,Married-civ-spouse,White,Male,40,>50K
22,7,Never-married,White,Male,40,<=50K
50,14,Married-civ-spouse,White,Male,46,>50K
44,13,Married-civ-spouse,White,Male,40,>50K
60,4,Married-civ-spouse,White,Male,40,<=50K
56,10,Divorced,White,Female,40,<=50K
36,9,Divorced,White,Male,40,<=50K
20,9,Never-married,Black,Male,40,<=50K
38,9,Married-civ-spouse,White,Male,55,<=50K
29,9,Separated,White,Male,50,<=50K
32,12,Married-civ-spouse,White,Male,20,<=50K
36,10,Divorced,White,Female,35,<=50K
19,12,Never-married,White,Female,18,<=50K
37,9,Divorced,White,Female,40,<=50K
22,13,Never-married,White,Female,15,<=50K
42,13,Married-civ-spouse,White,Male,45,>50K
22,10,Never-married,White,Male,20,<=50K
35,13,Married-civ-spouse,White,Male,45,>50K
21,10,Never-married,White,Female,25,<=50K
43,16,Married-civ-spouse,White,Male,42,>50K
22,9,Never-married,White,Male,40,<=50K
18,7,Never-married,White,Male,24,<=50K
28,7,Never-married,Black,Male,40,<=50K
20,10,Never-married,White,Male,24,<=50K
32,16,Never-married,White,Male,45,<=50K
49,7,Divorced,White,Female,60,<=50K
38,10,Married-civ-spouse,White,Female,40,<=50K
21,9,Never-married,White,Male,40,<=50K
22,6,Never-married,White,Male,15,<=50K
34,14,Married-civ-spouse,White,Female,35,>50K
32,10,Married-civ-spouse,White,Male,45,<=50K
33,10,Married-civ-spouse,White,Male,20,<=50K
41,10,Divorced,White,Male,52,<=50K
38,9,Married-civ-spouse,White,Male,40,<=50K
58,13,Widowed,White,Female,40,>50K
44,10,Married-civ-spouse,White,Male,35,<=50K
61,13,Married-civ-spouse,White,Male,40,>50K
35,10,Never-married,White,Female,40,<=50K
36,9,Married-civ-spouse,White,Male,50,<=50K
44,10,Married-spouse-absent,White,Female,40,<=50K
35,9,Divorced,White,Male,40,<=50K
43,13,Divorced,White,Female,38,<=50K
51,9,Married-civ-spouse,White,Male,50,>50K
23,9,Never-married,White,Male,53,<=50K
59,9,Married-civ-spouse,White,Male,40,<=50K
18,9,Never-married,White,Female,12,<=50K
23,10,Never-married,White,Female,15,<=50K
24,9,Never-married,White,Female,40,<=50K
57,6,Divorced,White,Male,40,<=50K
28,10,Never-married,White,Male,35,<=50K
59,13,Married-civ-spouse,White,Male,50,>50K
39,9,Never-married,White,Male,48,<=50K
26,9,Married-civ-spouse,White,Male,50,<=50K
17,7,Never-married,White,Female,23,<=50K
45,15,Married-civ-spouse,White,Male,40,>50K
64,9,Married-civ-spouse,White,Female,20,<=50K
72,13,Widowed,White,Male,4,<=50K
55,14,Never-married,White,Female,40,<=50K
47,9,Married-civ-spouse,White,Male,16,<=50K
43,10,Married-civ-spouse,Asian-Pac-Islander,Male,40,<=50K
46,9,Divorced,White,Female,40,<=50K
54,9,Married-civ-spouse,White,Male,40,>50K
26,13,Never-married,Asian-Pac-Islander,Male,40,<=50K
28,13,Never-married,White,Female,40,<=50K
57,11,Divorced,White,Female,40,<=50K
35,9,Married-civ-spouse,White,Male,40,<=50K
61,9,Married-civ-spouse,White,Male,40,<=50K
48,10,Divorced,White,Female,65,<=50K
30,13,Divorced,White,Male,55,>50K
70,11,Married-civ-spouse,White,Male,40,<=50K
30,5,Divorced,White,Female,40,<=50K
34,9,Never-married,White,Female,40,<=50K
26,13,Never-married,White,Female,40,<=50K
41,8,Divorced,White,Male,40,<=50K
19,10,Never-married,White,Male,30,<=50K
59,9,Married-civ-spouse,Black,Male,40,<=50K
48,13,Married-civ-spouse,White,Female,40,>50K
30,9,Married-civ-spouse,White,Male,70,>50K
52,9,Married-civ-spouse,White,Male,32,<=50K
43,13,Divorced,White,Female,50,<=50K
51,13,Married-civ-spouse,Black,Male,40,>50K
25,10,Never-married,Black,Female,40,<=50K
31,10,Married-civ-spouse,White,Male,40,<=50K
19,9,Never-married,White,Female,40,<=50K
29,11,Never-married,White,Male,70,<=50K
40,9,Married-civ-spouse,White,Male,45,<=50K
40,11,Married-civ-spouse,White,Male,40,<=50K
45,7,Never-married,White,Male,40,<=50K
58,9,Never-married,White,Male,40,<=50K
28,14,Never-married,White,Female,50,<=50K
43,13,Never-married,White,Female,40,>50K
40,13,Never-married,White,Female,40,<=50K
55,10,Divorced,Black,Female,56,<=50K
18,9,Never-married,White,Female,24,<=50K
36,9,Married-civ-spouse,Other,Male,40,>50K
21,9,Never-married,White,Female,30,<=50K
45,14,Married-civ-spouse,White,Male,40,>50K
53,13,Married-civ-spouse,White,Male,60,<=50K
33,9,Married-civ-spouse,White,Male,40,<=50K
35,10,Divorced,White,Female,20,<=50K
35,9,Never-married,White,Female,29,<=50K
41,9,Separated,Black,Female,40,<=50K
44,13,Married-civ-spouse,White,Male,45,>50K
61,9,Divorced,White,Male,40,<=50K
18,10,Never-married,White,Female,12,<=50K
42,13,Never-married,White,Female,38,<=50K
28,9,Divorced,White,Female,40,<=50K
53,9,Married-civ-spouse,White,Male,40,>50K
51,9,Divorced,White,Female,40,<=50K
32,13,Never-married,Black,Female,40,<=50K
35,9,Married-civ-spouse,White,Male,40,<=50K
44,13,Divorced,White,Female,56,<=50K
25,12,Never-married,White,Male,20,<=50K
38,13,Never-married,White,Female,40,<=50K
28,13,Married-civ-spouse,White,Male,50,>50K
36,9,Never-married,Black,Female,40,<=50K
40,13,Divorced,Black,Female,32,<=50K
37,11,Divorced,White,Female,40,<=50K
18,7,Never-married,White,Female,20,<=50K
51,10,Divorced,Black,Female,50,<=50K
42,10,Never-married,White,Male,80,>50K
41,11,Divorced,White,Female,40,<=50K
45,9,Never-married,White,Male,25,<=50K
32,13,Married-civ-spouse,White,Male,38,>50K
24,10,Never-married,White,Male,40,<=50K
63,6,Widowed,White,Female,20,<=50K
67,10,Married-civ-spouse,White,Male,40,>50K
36,9,Divorced,Black,Female,50,<=50K
52,8,Married-civ-spouse,White,Male,60,>50K
32,9,Married-civ-spouse,White,Male,40,>50K
38,10,Married-civ-spouse,White,Male,45,<=50K
33,13,Never-married,Asian-Pac-Islander,Male,10,<=50K
50,9,Divorced,White,Female,40,<=50K
55,9,Divorced,White,Female,40,<=50K
47,10,Divorced,White,Female,42,<=50K
30,9,Divorced,White,Female,40,<=50K
40,3,Married-civ-spouse,Other,Male,8,<=50K
36,9,Married-civ-spouse,White,Male,40,>50K
50,2,Married-spouse-absent,White,Male,40,<=50K
45,13,Married-civ-spouse,White,Male,40,>50K
22,9,Married-civ-spouse,White,Female,40,<=50K
34,9,Married-civ-spouse,White,Male,50,>50K
37,10,Married-civ-spouse,White,Male,60,<=50K
57,4,Widowed,Black,Female,29,<=50K
29,10,Never-married,Asian-Pac-Islander,Male,40,<=50K
31,9,Never-married,White,Male,40,<=50K
32,10,Never-married,Black,Male,40,<=50K
45,13,Married-civ-spouse,Black,Male,45,>50K
31,9,Divorced,White,Male,40,<=50K
29,9,Separated,White,Female,30,<=50K
30,13,Married-civ-spouse,White,Male,40,<=50K
43,9,Married-civ-spouse,White,Male,50,<=50K
50,16,Married-civ-spouse,White,Male,50,>50K
37,13,Divorced,White,Female,60,<=50K
59,14,Separated,Black,Female,35,<=50K
18,9,Never-married,White,Female,40,<=50K
25,13,Never-married,White,Male,43,<=50K
36,10,Married-civ-spouse,White,Male,52,<=50K
17,6,Never-married,White,Female,12,<=50K
55,9,Married-civ-spouse,White,Male,40,>50K
47,9,Married-civ-spouse,White,Male,40,<=50K
17,6,Never-married,White,Female,16,<=50K
18,10,Never-married,White,Male,30,<=50K
46,10,Married-civ-spouse,White,Male,80,>50K
31,9,Never-married,Black,Male,40,<=50K
61,9,Married-civ-spouse,White,Male,40,<=50K
28,1,Never-married,White,Male,38,<=50K
43,13,Married-civ-spouse,White,Male,40,>50K
26,13,Never-married,White,Female,50,<=50K
32,9,Married-civ-spouse,White,Male,40,<=50K
52,9,Married-civ-spouse,White,Male,40,<=50K
55,14,Never-married,White,Female,40,<=50K
67,9,Widowed,White,Female,40,<=50K
25,10,Never-married,White,Male,48,<=50K
33,13,Married-civ-spouse,White,Male,50,>50K
29,12,Never-married,White,Female,38,<=50K
20,10,Never-married,White,Female,40,<=50K
58,10,Married-civ-spouse,White,Female,40,<=50K
56,13,Never-married,White,Female,20,<=50K
37,10,Married-civ-spouse,White,Male,45,>50K
36,4,Divorced,Other,Female,35,<=50K
21,10,Never-married,White,Male,60,<=50K
26,9,Never-married,Black,Female,16,<=50K
81,2,Widowed,White,Male,30,<=50K
52,12,Never-married,Asian-Pac-Islander,Male,40,<=50K
48,9,Married-civ-spouse,White,Male,40,>50K
34,13,Married-civ-spouse,White,Male,50,>50K
47,3,Married-civ-spouse,White,Male,40,<=50K
37,11,Never-married,White,Female,48,>50K
37,13,Never-married,White,Female,45,<=50K
42,9,Divorced,White,Male,40,>50K
23,10,Never-married,White,Female,25,<=50K
37,9,Never-married,White,Male,50,<=50K
45,16,Married-civ-spouse,White,Male,40,>50K
28,10,Never-married,Amer-Indian-Eskimo,Female,40,<=50K
89,13,Married-civ-spouse,White,Male,40,<=50K
54,14,Divorced,Black,Female,37,>50K
23,10,Never-married,White,Male,24,<=50K
20,3,Never-married,White,Male,25,<=50K
50,9,Separated,Asian-Pac-Islander,Female,40,<=50K
35,9,Never-married,White,Female,40,<=50K
37,9,Married-civ-spouse,White,Male,40,<=50K
31,9,Never-married,White,Female,40,<=50K
24,13,Never-married,White,Male,42,<=50K
52,10,Never-married,White,Male,40,<=50K
18,9,Never-married,White,Male,30,<=50K
35,9,Married-civ-spouse,White,Male,40,<=50K
51,14,Married-civ-spouse,White,Male,40,>50K
41,9,Married-civ-spouse,White,Male,65,>50K
57,10,Married-civ-spouse,White,Female,40,>50K
22,9,Never-married,Other,Male,40,<=50K
37,13,Married-civ-spouse,White,Male,45,<=50K
74,9,Widowed,White,Male,35,>50K
56,9,Never-married,White,Male,40,<=50K
33,9,Divorced,White,Male,48,<=50K
31,10,Married-civ-spouse,White,Male,30,<=50K
41,13,Married-civ-spouse,White,Male,35,>50K
26,13,Divorced,White,Female,40,<=50K
59,6,Widowed,White,Female,25,<=50K
23,9,Married-civ-spouse,Black,Male,60,<=50K
35,9,Married-civ-spouse,White,Male,40,<=50K
50,11,Divorced,White,Female,40,<=50K
52,10,Divorced,White,Female,32,<=50K
31,10,Married-civ-spouse,White,Female,40,<=50K
37,9,Married-spouse-absent,Black,Female,35,<=50K
48,10,Married-civ-spouse,White,Male,40,<=50K
50,10,Divorced,White,Male,40,<=50K
30,9,Married-civ-spouse,White,Male,40,<=50K
24,9,Married-civ-spouse,White,Male,40,<=50K
57,9,Married-civ-spouse,White,Male,60,<=50K
49,11,Divorced,White,Male,48,<=50K
23,13,Never-married,White,Male,40,<=50K
20,10,Never-married,Black,Female,36,<=50K
52,9,Married-civ-spouse,Asian-Pac-Islander,Female,40,>50K
56,13,Married-civ-spouse,Asian-Pac-Islander,Female,50,>50K
57,14,Divorced,White,Female,60,>50K
20,10,Never-married,White,Male,40,<=50K
43,9,Separated,White,Male,35,<=50K
41,15,Married-civ-spouse,Asian-Pac-Islander,Male,50,>50K
45,10,Divorced,White,Male,40,<=50K
36,9,Married-civ-spouse,White,Male,45,<=50K
62,5,Divorced,White,Female,40,<=50K
19,9,Never-married,White,Male,6,<=50K
24,10,Married-civ-spouse,White,Male,50,<=50K
19,9,Never-married,White,Male,20,<=50K
20,9,Married-civ-spouse,White,Female,40,<=50K
32,13,Married-civ-spouse,White,Male,40,<=50K
44,10,Never-married,White,Female,45,<=50K
53,4,Married-civ-spouse,Black,Male,40,<=50K
45,4,Married-civ-spouse,Asian-Pac-Islander,Male,36,<=50K
39,14,Never-married,White,Male,50,>50K
55,14,Married-civ-spouse,White,Male,25,>50K
30,13,Never-married,White,Male,55,<=50K
39,10,Married-civ-spouse,Asian-Pac-Islander,Male,40,>50K
23,9,Never-married,White,Male,45,<=50K
28,13,Never-married,White,Female,48,<=50K
42,11,Married-civ-spouse,Amer-Indian-Eskimo,Male,40,>50K
35,9,Divorced,White,Male,40,<=50K
39,9,Never-married,White,Female,25,<=50K
29,13,Divorced,White,Female,20,<=50K
21,9,Never-married,Asian-Pac-Islander,Male,35,<=50K
35,14,Married-civ-spouse,White,Male,38,<=50K
42,10,Married-civ-spouse,White,Male,40,<=50K
28,5,Never-married,White,Male,30,<=50K
57,4,Divorced,White,Female,20,<=50K
59,9,Divorced,White,Female,45,<=50K
50,1,Married-civ-spouse,Black,Male,40,<=50K
37,15,Married-civ-spouse,White,Male,50,>50K
20,9,Never-married,White,Male,40,<=50K
46,10,Married-civ-spouse,White,Female,50,<=50K
28,10,Never-married,White,Female,40,<=50K
32,10,Separated,White,Female,38,<=50K
20,5,Never-married,White,Male,35,<=50K
38,13,Married-civ-spouse,White,Male,40,<=50K
36,13,Never-married,White,Female,45,<=50K
30,14,Never-married,White,Female,16,<=50K
35,14,Never-married,White,Female,45,>50K
30,14,Divorced,Amer-Indian-Eskimo,Male,50,<=50K
56,5,Divorced,White,Male,40,<=50K
30,5,Married-spouse-absent,White,Male,40,<=50K
64,2,Married-civ-spouse,White,Male,40,<=50K
21,10,Never-married,White,Female,20,<=50K
17,6,Never-married,White,Male,35,<=50K
49,9,Married-civ-spouse,Black,Female,40,<=50K
37,13,Married-civ-spouse,White,Male,40,>50K
52,13,Widowed,White,Female,8,<=50K
55,9,Married-civ-spouse,White,Female,33,<=50K
24,7,Never-married,Black,Female,20,<=50K
23,9,Divorced,White,Female,30,<=50K
31,10,Never-married,Black,Female,39,<=50K
17,6,Never-married,White,Male,14,<=50K
50,9,Divorced,White,Male,38,<=50K
33,9,Married-civ-spouse,White,Male,55,<=50K
24,13,Never-married,White,Female,40,<=50K
37,8,Married-civ-spouse,White,Female,45,<=50K
31,6,Never-married,White,Male,60,<=50K
77,10,Married-civ-spouse,White,Male,8,<=50K
21,13,Never-married,Black,Female,38,<=50K
18,10,Never-married,White,Male,10,<=50K
25,9,Never-married,White,Male,40,<=50K
57,11,Widowed,Black,Male,40,<=50K
25,10,Never-married,White,Female,60,<=50K
62,10,Widowed,White,Female,20,<=50K
35,11,Married-civ-spouse,White,Male,48,>50K
26,10,Divorced,White,Female,40,<=50K
47,9,Never-married,Black,Male,40,<=50K
25,12,Never-married,White,Female,40,<=50K
33,11,Never-married,White,Female,40,<=50K
28,13,Never-married,White,Male,40,<=50K
42,15,Married-civ-spouse,White,Male,40,>50K
50,14,Married-civ-spouse,White,Male,40,>50K
61,2,Married-civ-spouse,White,Male,40,<=50K
50,9,Married-civ-spouse,White,Male,40,<=50K
23,9,Never-married,White,Male,40,<=50K
27,10,Never-married,White,Female,25,<=50K
51,9,Married-civ-spouse,White,Male,50,>50K
37,10,Married-civ-spouse,White,Male,39,<=50K
25,13,Never-married,White,Female,35,<=50K
38,13,Married-civ-spouse,Asian-Pac-Islander,Male,42,>50K
60,15,Married-civ-spouse,Asian-Pac-Islander,Male,60,>50K
66,9,Married-civ-spouse,White,Male,50,<=50K
74,10,Married-civ-spouse,White,Male,24,>50K
37,14,Married-civ-spouse,White,Male,70,<=50K
26,13,Never-married,White,Male,40,<=50K
39,10,Married-civ-spouse,White,Male,40,>50K
19,9,Never-married,White,Female,8,<=50K
35,6,Married-civ-spouse,White,Female,36,<=50K
43,14,Widowed,Black,Female,40,<=50K
31,9,Married-civ-spouse,White,Male,50,>50K
35,10,Married-civ-spouse,White,Male,50,<=50K
30,10,Divorced,White,Female,65,<=50K
22,9,Never-married,White,Female,20,<=50K
36,4,Divorced,White,Female,40,<=50K
19,10,Never-married,White,Female,34,<=50K
36,9,Divorced,White,Male,75,<=50K
29,13,Never-married,White,Female,40,<=50K
30,10,Never-married,White,Female,40,<=50K
31,9,Married-civ-spouse,White,Female,40,<=50K
27,9,Never-married,Black,Male,40,<=50K
44,11,Married-civ-spouse,Asian-Pac-Islander,Male,40,<=50K
17,7,Never-married,White,Female,15,<=50K
36,9,Married-civ-spouse,White,Male,40,>50K
43,13,Married-civ-spouse,White,Male,40,>50K
46,5,Married-civ-spouse,White,Male,40,<=50K
24,9,Never-married,Black,Female,20,<=50K
42,10,Never-married,Black,Male,40,<=50K
55,10,Married-civ-spouse,White,Male,43,>50K
61,11,Widowed,White,Female,40,<=50K
20,9,Never-married,White,Female,10,<=50K
60,10,Married-civ-spouse,White,Male,40,<=50K
24,11,Married-civ-spouse,White,Female,40,<=50K
33,13,Married-civ-spouse,White,Male,51,<=50K
67,10,Never-married,White,Female,50,>50K
34,9,Never-married,White,Male,50,<=50K
34,10,Married-civ-spouse,White,Female,30,<=50K
38,10,Divorced,White,Female,40,<=50K
50,13,Divorced,White,Female,40,<=50K
45,10,Married-civ-spouse,White,Male,46,<=50K
55,9,Widowed,White,Female,35,<=50K
18,9,Never-married,White,Male,35,<=50K
26,6,Never-married,Amer-Indian-Eskimo,Female,40,<=50K
40,11,Widowed,White,Female,30,<=50K
37,10,Divorced,White,Female,40,<=50K
35,6,Married-civ-spouse,White,Male,45,<=50K
22,10,Never-married,White,Female,25,<=50K
33,9,Separated,White,Male,40,<=50K
42,10,Married-civ-spouse,White,Female,40,>50K
36,10,Divorced,Other,Male,40,<=50K
41,10,Married-civ-spouse,White,Male,60,<=50K
39,9,Divorced,White,Female,40,<=50K
63,10,Married-civ-spouse,Asian-Pac-Islander,Male,40,>50K
52,10,Married-civ-spouse,White,Male,60,>50K
36,6,Never-married,White,Female,35,<=50K
27,14,Never-married,White,Male,42,<=50K
19,7,Never-married,White,Female,15,<=50K
66,10,Never-married,White,Female,40,>50K
74,10,Widowed,Black,Male,40,>50K
17,5,Never-married,White,Male,5,<=50K
37,11,Married-civ-spouse,White,Male,45,<=50K
52,9,Married-civ-spouse,White,Male,50,>50K
21,10,Never-married,White,Female,40,<=50K
44,14,Separated,White,Male,40,>50K
24,13,Never-married,White,Male,65,<=50K
19,10,Never-married,White,Male,18,<=50K
31,11,Never-married,Black,Male,45,<=50K
42,10,Married-civ-spouse,White,Male,40,>50K
35,13,Married-civ-spouse,White,Female,15,>50K
35,11,Married-civ-spouse,White,Male,55,<=50K
26,15,Never-married,White,Female,80,<=50K
39,10,Married-civ-spouse,White,Female,40,<=50K
38,13,Married-civ-spouse,White,Male,50,<=50K
39,13,Married-civ-spouse,Asian-Pac-Islander,Male,40,>50K
35,13,Married-civ-spouse,White,Male,40,>50K
40,9,Married-civ-spouse,White,Female,45,<=50K
64,15,Widowed,White,Female,40,>50K
22,10,Never-married,White,Female,40,<=50K
49,13,Married-civ-spouse,White,Male,45,<=50K
26,6,Married-civ-spouse,White,Male,38,<=50K
38,10,Divorced,White,Female,25,<=50K
44,3,Married-spouse-absent,White,Male,45,<=50K
34,13,Divorced,Black,Male,50,>50K
54,10,Widowed,White,Female,40,<=50K
22,10,Never-married,White,Female,10,<=50K
64,12,Married-civ-spouse,White,Male,40,>50K
22,9,Never-married,White,Female,20,<=50K
40,13,Married-civ-spouse,White,Male,55,>50K
36,9,Married-civ-spouse,White,Male,40,>50K
20,9,Never-married,White,Male,40,<=50K
49,10,Divorced,White,Female,40,<=50K
42,9,Married-civ-spouse,White,Male,40,>50K
48,13,Divorced,White,Female,50,>50K
27,8,Never-married,White,Male,40,<=50K
30,7,Married-civ-spouse,White,Male,40,<=50K
22,9,Never-married,White,Female,28,<=50K
36,9,Married-civ-spouse,White,Male,45,<=50K
53,10,Divorced,White,Female,40,<=50K
32,9,Separated,White,Male,40,<=50K
48,10,Married-civ-spouse,White,Male,50,<=50K
40,12,Married-civ-spouse,White,Male,40,>50K
24,13,Married-civ-spouse,White,Male,40,<=50K
35,15,Married-civ-spouse,White,Male,40,>50K
35,10,Married-civ-spouse,White,Male,40,>50K
17,10,Never-married,White,Male,15,<=50K
28,13,Divorced,White,Female,40,<=50K
30,9,Separated,Black,Male,80,<=50K
37,13,Never-married,White,Female,50,<=50K
23,9,Never-married,Black,Male,40,<=50K
17,6,Never-married,White,Female,22,<=50K
47,9,Married-civ-spouse,White,Male,55,>50K
43,10,Married-civ-spouse,White,Male,40,>50K
39,10,Married-civ-spouse,Amer-Indian-Eskimo,Male,40,>50K
37,9,Married-civ-spouse,White,Male,40,<=50K
23,9,Married-civ-spouse,Black,Female,35,<=50K
41,9,Divorced,White,Female,40,<=50K
22,9,Never-married,Black,Female,35,<=50K
30,13,Married-spouse-absent,White,Female,35,<=50K
39,16,Divorced,White,Female,60,>50K
65,9,Married-civ-spouse,White,Male,50,>50K
61,13,Never-married,White,Female,63,>50K
20,8,Never-married,White,Male,30,<=50K
37,9,Divorced,White,Female,55,<=50K
39,13,Divorced,White,Male,60,<=50K
27,9,Never-married,Black,Male,40,<=50K
32,6,Married-civ-spouse,White,Male,55,<=50K
54,10,Divorced,White,Female,35,<=50K
39,13,Married-civ-spouse,White,Male,40,>50K
17,7,Never-married,Black,Male,20,<=50K
23,9,Never-married,Black,Female,27,<=50K
19,7,Never-married,White,Female,25,<=50K
55,10,Divorced,Black,Male,40,<=50K
36,12,Separated,White,Female,3,<=50K
27,7,Married-civ-spouse,White,Male,40,<=50K
23,10,Never-married,Black,Female,40,<=50K
38,13,Married-civ-spouse,White,Female,55,<=50K
22,9,Never-married,White,Male,40,<=50K
31,13,Married-civ-spouse,White,Female,40,>50K
53,13,Married-civ-spouse,White,Male,60,>50K
67,13,Married-civ-spouse,White,Male,20,<=50K
42,9,Married-civ-spouse,White,Male,55,>50K
29,11,Married-civ-spouse,White,Male,40,<=50K
31,10,Never-married,White,Male,40,<=50K
22,6,Married-civ-spouse,White,Male,40,<=50K
50,9,Widowed,Black,Female,40,<=50K
41,12,Married-civ-spouse,White,Male,50,>50K
68,13,Widowed,White,Female,2,<=50K
42,13,Married-civ-spouse,White,Male,50,>50K
20,10,Never-married,White,Female,20,<=50K
18,9,Never-married,Asian-Pac-Islander,Female,40,<=50K
31,4,Never-married,White,Female,20,<=50K
56,10,Married-civ-spouse,White,Male,40,>50K
23,9,Married-civ-spouse,White,Male,40,<=50K
45,11,Never-married,White,Female,32,<=50K
22,10,Never-married,White,Male,30,<=50K
23,13,Never-married,White,Female,46,<=50K
54,9,Married-civ-spouse,White,Male,50,>50K
34,12,Married-civ-spouse,White,Male,38,>50K
36,10,Married-civ-spouse,Black,Male,10,<=50K
29,11,Separated,Black,Female,40,<=50K
67,5,Married-civ-spouse,White,Female,6,<=50K
48,13,Married-civ-spouse,White,Male,48,>50K
53,14,Never-married,White,Female,46,>50K
42,4,Married-civ-spouse,White,Male,50,>50K
56,9,Married-civ-spouse,White,Male,20,<=50K
20,10,Never-married,White,Female,30,<=50K
40,9,Never-married,Black,Male,40,<=50K
55,13,Divorced,White,Male,40,>50K
61,4,Married-civ-spouse,White,Male,40,<=50K
35,13,Married-civ-spouse,White,Female,40,>50K
42,9,Married-civ-spouse,White,Male,50,<=50K
32,10,Married-civ-spouse,White,Male,60,>50K
19,10,Never-married,White,Male,40,<=50K
21,12,Never-married,White,Male,40,<=50K
39,9,Married-civ-spouse,White,Male,40,>50K
22,9,Separated,White,Female,40,<=50K
23,9,Never-married,White,Female,35,<=50K
49,7,Married-civ-spouse,White,Male,70,<=50K
57,10,Married-civ-spouse,White,Male,32,<=50K
49,7,Married-civ-spouse,White,Male,40,<=50K
34,6,Separated,Asian-Pac-Islander,Female,4,<=50K
46,7,Married-civ-spouse,White,Male,32,<=50K
26,10,Married-civ-spouse,White,Male,40,<=50K
38,9,Divorced,White,Male,41,<=50K
59,6,Married-civ-spouse,Black,Male,40,<=50K
24,12,Divorced,White,Male,40,<=50K
26,11,Never-married,White,Female,40,<=50K
41,10,Married-civ-spouse,White,Male,50,<=50K
27,9,Never-married,White,Male,38,<=50K
23,9,Never-married,White,Male,35,<=50K
19,5,Married-civ-spouse,White,Male,40,<=50K
39,9,Never-married,White,Male,40,<=50K
46,10,Married-civ-spouse,White,Female,40,>50K
28,9,Never-married,White,Male,40,<=50K
62,9,Divorced,White,Female,40,<=50K
28,12,Never-married,White,Male,35,<=50K
35,9,Never-married,White,Female,40,<=50K
38,9,Married-civ-spouse,White,Male,42,<=50K
53,16,Divorced,White,Male,60,>50K
29,13,Married-civ-spouse,White,Male,50,>50K
17,8,Never-married,White,Female,8,<=50K
45,9,Never-married,White,Female,37,<=50K
20,9,Never-married,White,Male,40,<=50K
27,10,Never-married,White,Female,40,<=50K
59,9,Married-civ-spouse,White,Male,40,<=50K
37,14,Never-married,White,Female,40,<=50K
27,10,Never-married,White,Male,40,<=50K
29,13,Married-civ-spouse,White,Male,40,>50K
26,10,Divorced,White,Female,35,<=50K
63,6,Married-civ-spouse,White,Male,40,<=50K
39,10,Divorced,White,Female,50,>50K
20,10,Never-married,White,Male,40,<=50K
20,9,Never-married,White,Male,35,<=50K
53,15,Married-civ-spouse,White,Male,60,>50K
49,6,Married-civ-spouse,White,Female,40,<=50K
35,13,Married-spouse-absent,Black,Male,40,<=50K
40,9,Divorced,White,Female,60,<=50K
50,14,Married-civ-spouse,White,Male,40,>50K
35,14,Married-civ-spouse,White,Male,45,>50K
38,14,Married-civ-spouse,White,Male,40,>50K
47,9,Divorced,White,Female,40,<=50K
32,10,Married-civ-spouse,White,Female,40,>50K
43,13,Married-civ-spouse,White,Female,60,>50K
20,10,Never-married,White,Female,30,<=50K
33,9,Separated,White,Male,40,<=50K
23,10,Never-married,White,Male,45,<=50K
50,15,Married-civ-spouse,White,Male,50,>50K
60,10,Divorced,White,Female,50,<=50K
